account_id,account_name,account_description,industry,segment,region,nr_employees,days_to_next_renewal,days_since_last_sales_activity,nr_support_tickets,ai_usage,nr_active_users,nr_licensed_seats,current_revenue,call_transcript_summary,revenue_end_of_quarter
ACC-0669,Wave Play Platform,Operates a creative agency specializing in branded content and short-form video.,Media,SMB,NA,170,123,26,1,0.787,36,43,2426.55,Champion CFO got promoted and is now pushing adoption across all of sales. Requesting 12 seats.,2726.99
ACC-0670,Forge Net Works,Provides edge computing infrastructure for IoT device management.,Technology,Enterprise,EMEA,48133,259,0,1,0.337,381,577,182350.33,Champion VP of Sales got promoted and is now pushing adoption across all of marketing. Requesting 392 seats.,264063.11
ACC-0671,Nexus Story AI,Builds audience engagement and subscription monetization tools for publishers.,Media,Mid-Market,EMEA,1321,113,115,4,0.272,37,167,66512.56,Usage has dropped significantly in operations. Client acknowledged they haven't prioritized adoption.,16946.89
ACC-0672,Forge Iron Labs,Manufactures industrial automation equipment including robotic assembly cells.,Manufacturing,SMB,NA,135,269,45,3,0.088,20,28,11980.1,"Account is in maintenance mode. Head of Operations sees us as a reliable tool, not a strategic priority.",11980.1
ACC-0673,Xenon Forge AI,Runs a sheet metal fabrication shop serving HVAC and electrical enclosure markets.,Manufacturing,Mid-Market,EMEA,1884,231,,2,0.01,25,65,68131.07,Account mentioned considering automation engine upgrades but not until next fiscal year.,68131.07
ACC-0674,Unity Stack Studio,Develops cloud-based infrastructure tools for enterprise DevOps teams.,Technology,SMB,NA,118,119,77,5,0.246,2,6,13628.21,Product feedback session — they'd like improvements to analytics suite but overall satisfied.,13628.21
ACC-0675,Rune Build Solutions,Manufactures steel structural components for commercial construction projects.,Manufacturing,Mid-Market,NA,1449,169,89,5,0.0,65,152,73842.1,Renewal conversation went smoothly. COO confirmed they plan to continue at the current level.,73842.1
ACC-0676,Beta Skill Networks,Specializes in early childhood education curriculum and assessment tools.,Education,SMB,EMEA,120,200,58,1,0.813,18,19,16872.73,Executive sponsor VP of Sales is championing a company-wide expansion. Budget already approved for 15 new seats.,18692.24
ACC-0677,Beta Craft Ventures,Builds custom packaging machinery for food and beverage production lines.,Manufacturing,Mid-Market,EMEA,1043,141,99,5,0.122,68,148,30263.79,Client said they're consolidating vendors and our overlap with Clari makes us expendable.,0.0
ACC-0678,Sage Pixel Labs,Develops cloud-based infrastructure tools for enterprise DevOps teams.,Technology,Mid-Market,APAC,587,128,39,3,0.223,30,55,70968.67,Account mentioned considering reporting tool upgrades but not until next fiscal year.,70968.67
ACC-0679,Delta Store Networks,Offers personalized product recommendation engines for online fashion retailers.,Retail,Mid-Market,NA,1204,109,122,7,0.0,27,72,29554.64,Renewal conversation went smoothly. COO confirmed they plan to continue at the current level.,29554.64
ACC-0680,Alpha Reel HQ,Develops augmented reality content creation tools for marketing campaigns.,Media,Mid-Market,LATAM,1051,63,74,5,0.536,28,47,33249.37,,33249.37
ACC-0681,Jade Edu Hub,Provides student information systems and enrollment management for universities.,Education,SMB,APAC,31,36,124,12,0.028,9,26,12932.94,Client requested early termination terms. VP of Sales cited changing business priorities.,2408.81
ACC-0682,Flux Digital Platform,Operates a cloud-native observability platform for distributed systems.,Technology,Enterprise,LATAM,23106,111,0,4,0.322,262,435,1453743.56,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,1453743.56
ACC-0683,Wynd Play Works,Develops augmented reality content creation tools for marketing campaigns.,Media,Enterprise,APAC,49171,221,46,1,0.674,482,633,691960.46,New use case identified in sales. Head of Operations requesting scoping call for 256 additional licenses.,860781.29
ACC-0684,Apex Reel Systems,Specializes in music licensing and rights management for digital platforms.,Media,Enterprise,NA,12290,86,47,2,0.0,277,524,1591891.66,Account mentioned considering automation engine upgrades but not until next fiscal year.,1591891.66
ACC-0685,Apex Pharma Systems,Offers population health analytics for insurance providers and health systems.,Healthcare,Enterprise,EMEA,36190,73,66,1,0.299,1427,1923,1035749.71,"Support tickets are low. customer success team uses it daily. Stable relationship, nothing urgent.",1035749.71
ACC-0686,Flux Brain Dynamics,Runs a coding bootcamp with both in-person and remote cohort programs.,Education,SMB,NA,82,109,66,4,0.521,3,6,6690.25,Account mentioned considering dashboard module upgrades but not until next fiscal year.,6690.25
ACC-0687,Nexus Pay Ventures,Builds open banking APIs enabling fintech integrations for legacy banks.,Finance,Mid-Market,APAC,1061,174,44,4,0.503,29,48,87420.98,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,87420.98
ACC-0688,Luma Iron Partners,Provides predictive maintenance solutions for heavy industrial equipment.,Manufacturing,SMB,EMEA,192,81,89,3,0.01,2,8,19396.57,,0.0
ACC-0689,Prism Market Inc,Specializes in supply chain visibility solutions for fast-moving consumer goods.,Retail,Enterprise,NA,42714,83,58,1,0.0,1149,1218,1083705.6,Client saw great results in marketing and wants to extend to two more teams. Discussing 268 seat add-on.,1227055.54
ACC-0690,Orbit Academy Studio,Provides learning management systems tailored for healthcare continuing education.,Education,SMB,LATAM,111,57,85,3,0.759,25,43,2495.86,Account is using the platform as expected. engineering adoption is moderate. No new asks.,2495.86
ACC-0691,Lynx Story Global,Runs a stock photography and video marketplace for creative professionals.,Media,Mid-Market,NA,1459,110,13,4,0.0,119,159,29328.32,Client saw great results in sales and wants to extend to two more teams. Discussing 17 seat add-on.,38083.57
ACC-0692,Terra Study Inc,Provides student information systems and enrollment management for universities.,Education,Mid-Market,EMEA,455,82,130,4,0.15,83,171,62334.1,No escalations this quarter. CFO mentioned the team is comfortable with current functionality.,62334.1
ACC-0693,Peak View Analytics,Runs a stock photography and video marketplace for creative professionals.,Media,SMB,APAC,192,230,103,8,0.062,2,7,16998.41,Brief call with COO. Budget is flat for next year. Happy but no plans to expand seats.,16998.41
ACC-0694,Vivid Play Works,Builds audience engagement and subscription monetization tools for publishers.,Media,SMB,NA,112,248,63,6,0.0,3,6,4490.67,Friendly call. Client appreciates the stability of the platform. No risk signals detected.,4490.67
ACC-0695,Wynd Stack Group,Builds machine learning operations tooling for data science teams.,Technology,SMB,EMEA,158,119,36,2,0.5,24,40,10367.68,"Account is in maintenance mode. Head of Operations sees us as a reliable tool, not a strategic priority.",10367.68
ACC-0696,Sync Care Studio,Specializes in medical billing automation and revenue cycle management.,Healthcare,Enterprise,APAC,14855,50,104,9,0.175,700,1774,1307315.62,"Check-in with Head of Operations. Steady usage, no complaints. They'll re-evaluate at next renewal cycle.",1307315.62
ACC-0697,Vivid Skill Ventures,Develops AI-powered tutoring assistants for STEM subjects.,Education,Mid-Market,NA,445,51,78,1,0.628,89,132,43378.81,Renewal conversation went smoothly. COO confirmed they plan to continue at the current level.,43378.81
ACC-0698,Crest Forge Co,Runs a sheet metal fabrication shop serving HVAC and electrical enclosure markets.,Manufacturing,SMB,EMEA,155,108,68,2,0.356,3,11,19301.1,"Account is in maintenance mode. Director of Engineering sees us as a reliable tool, not a strategic priority.",19301.1
ACC-0699,Peak Logic Corp,Builds machine learning operations tooling for data science teams.,Technology,Mid-Market,NA,1221,141,0,0,0.823,38,38,62320.85,COO asked about enterprise pricing tiers. They're planning to double their usage in operations.,69247.11
ACC-0700,Nexus Tech Networks,Delivers API management and gateway solutions for microservices architectures.,Technology,SMB,APAC,114,157,0,0,0.662,16,17,6754.53,Champion Head of Operations got promoted and is now pushing adoption across all of marketing. Requesting 14 seats.,9170.26
ACC-0701,Vertex Cart Global,Manages a marketplace platform connecting independent artisans with consumers.,Retail,Mid-Market,NA,1204,103,85,10,0.328,75,127,83834.73,Solid account. engineering uses it consistently. Director of Engineering may revisit expansion in Q3.,83834.73
ACC-0702,Vertex Craft Ventures,Manufactures industrial automation equipment including robotic assembly cells.,Manufacturing,Mid-Market,LATAM,1788,115,111,6,0.436,43,159,89504.14,Product feedback session — they'd like improvements to reporting tool but overall satisfied.,89504.14
ACC-0703,Unity Bio Global,Manufactures diagnostic imaging equipment for radiology departments.,Healthcare,SMB,LATAM,56,98,123,10,0.062,4,18,10383.52,,0.0
ACC-0704,Kova Cure Global,Runs clinical trial management services for pharmaceutical companies.,Healthcare,SMB,NA,143,154,62,4,0.319,3,5,15443.44,Account mentioned considering reporting tool upgrades but not until next fiscal year.,15443.44
ACC-0705,Velo Stack Studio,Delivers API management and gateway solutions for microservices architectures.,Technology,Enterprise,NA,41454,197,86,2,0.226,672,674,1166837.71,Check-in was positive but brief. marketing team has embedded the tool in their workflow.,1166837.71
ACC-0706,Bolt Brand AI,Manages a marketplace platform connecting independent artisans with consumers.,Retail,Enterprise,EMEA,24901,40,0,1,0.552,333,421,1656859.06,"Client is consolidating on our platform, replacing Salesforce. Expected to add 57+ seats.",1949356.31
ACC-0707,Orbit Pixel Networks,Creates low-code automation tools for internal business workflows.,Technology,SMB,APAC,148,145,24,2,0.0,33,41,17794.15,Head of Operations mentioned board-level visibility for our product. Planning expansion into operations.,19697.29
ACC-0708,Sage Works Works,Manufactures industrial automation equipment including robotic assembly cells.,Manufacturing,Mid-Market,EMEA,649,186,84,9,0.08,14,28,99396.7,Account mentioned considering API access upgrades but not until next fiscal year.,99396.7
ACC-0709,Crest Shelf Inc,Runs a subscription box service for curated health and wellness products.,Retail,Mid-Market,NA,1352,192,63,10,0.132,25,64,44754.69,No escalations this quarter. VP of Sales mentioned the team is comfortable with current functionality.,44754.69
ACC-0710,Orbit Market Networks,Offers personalized product recommendation engines for online fashion retailers.,Retail,Mid-Market,NA,1275,165,83,3,0.36,42,64,41402.62,Check-in was positive but brief. finance team has embedded the tool in their workflow.,41402.62
ACC-0711,Xenon Build Inc,Produces precision-machined components for the aerospace and defense industry.,Manufacturing,SMB,LATAM,53,156,123,3,0.149,8,29,6316.59,Team morale issue: marketing users find the tool frustrating. Internal NPS is reportedly very low.,1194.34
ACC-0712,Orbit Shelf HQ,Provides inventory management and demand forecasting tools for omnichannel retailers.,Retail,SMB,EMEA,117,194,110,8,0.01,4,22,13800.92,Client said they're consolidating vendors and our overlap with HubSpot makes us expendable.,0.0
ACC-0713,Nexus Academy Partners,Develops AI-powered tutoring assistants for STEM subjects.,Education,Mid-Market,LATAM,1937,121,43,1,0.445,110,170,75419.32,"Client is consolidating on our platform, replacing 6sense. Expected to add 29+ seats.",106472.7
ACC-0714,Spark Edu Platform,Develops adaptive learning software for K-12 school districts.,Education,Mid-Market,EMEA,1329,166,14,2,0.651,111,126,31818.29,Director of Engineering asked about enterprise pricing tiers. They're planning to double their usage in customer success.,42974.93
ACC-0715,Titan Cast Dynamics,Operates a creative agency specializing in branded content and short-form video.,Media,Mid-Market,LATAM,875,106,62,9,0.147,80,166,22981.99,Account is using the platform as expected. customer success adoption is moderate. No new asks.,22981.99
ACC-0716,Lynx Edu Solutions,Builds virtual classroom tools with real-time collaboration features.,Education,Mid-Market,NA,1048,135,64,2,0.267,46,67,24564.71,Upsell discussion went very well. Director of Engineering has internal buy-in and wants to fast-track 45 new seats.,31080.29
ACC-0717,Apex Trade Ventures,Runs a direct-to-consumer e-commerce brand for sustainable home goods.,Retail,Mid-Market,NA,1168,59,20,0,0.0,99,140,49469.69,,66835.3
ACC-0718,Onyx Goods HQ,Operates a chain of specialty grocery stores with a focus on organic products.,Retail,Mid-Market,LATAM,1588,114,91,12,0.111,51,137,47762.48,Mid-quarter sync. VP of Sales is happy with support response times. No changes planned.,47762.48
ACC-0719,Delta Pulse IO,Builds pharmacy management software for independent and chain pharmacies.,Healthcare,SMB,LATAM,55,64,149,7,0.038,9,25,10243.3,Product feedback session — they'd like improvements to API access but overall satisfied.,10243.3
